"tahayyül-ü küfür","küfrü hayal etme"
"tahayyül-ü şetim","çirkin sözü ve kötü düşünceyi hayal etme"
"tasavvur-u dalâlet","inançsızlığı zihinde şekillendirme"
"tasdik","doğruluğunu kabul etme, onaylama"
"tasdik-i küfür","küfür ve inkârı kabul etme"
"telvis etmek","kirletmek"
"tevehhüm etme","kuruntuya kapılma"
"yakîn","kesin ve doğru bilgi"
"ye’s/yeis","ümitsizlik"
"zâil","geçip gidici, yok olucu"
"zat","kişi, bir şeyin özü"
"zâtında","özünde, kendisinde"
"adem-i rıza","razı olmama"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"bâtıl","doğru olmayan"
"beşeriyet","insanlık"
"biçare","çaresiz"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"cezm","kesin karar, niyet"
"desise-i şeytaniye","şeytandan gelen hileler"
"düstur","kural"
"ehemmiyet","değer, önem"
"emâre","belirti, işaret"
"hak","doğru gerçek"
"hakaik-i imaniye","iman hakikatleri"
"helâket","mahvolma"
"hudut","sınır"
"ihtar","hatırlatma"
"ihtiyar","dileme, seçme"
"ihtiyarsız","irade dışı"
"ilm-i usul-i din","kelâm ve İslâm metodolojisi ilmi"
"imkân","mümkün olma, olabilirlik"
"imkân-ı zâtî/ihtimal-i zâtî","bir şeyin özünde mümkün olması"
"imkân-ı zihnî","bir şeyin zihnen mümkün olması"
"irade","dileme, tercih, seçme gücü"
"istidat","yapı, kabiliyet"
"itibarıyla","açısından"
"kader","Allah’ın ezelî ilmi ile kâinatta olmuş ve olacak her şeyi bilip takdir etmesi"
"kaide-i mukarrere","kesinleşmiş kural"
"lâtife","ince duyu"
"letâif","ruhta bulunan ince duyular"
"lümme","kalpte şeytanın iş gördüğü yer"
"lümme-i şeytaniye","kalpte bulunan ve şeytanın sürekli vesvese verdiği yer"
"mahkûm etmek","yargılamak"
"mâruz olmak","yüz yüze gelmek"
"mes’uliyet","sorumluluk"
"muhakkıkîn-i asfiya","her şeyin gerçeğini araştırıp bulan seçkin İslâm alimleri"
"muhkemât-ı Kur’âniye","mânâsı gayet açık olan ve hükümler içeren Kur’ân âyetleri"
"muvafık","uygun"
"mümkinat","olması imkan dahilinde olan şeyler"
"neş’et etmek","kaynaklanmak"
"şek","şüphe, zan"
"şekavet","mutsuzluk, bedbahtlık"
"taayyün eden","belirlenen"
"tahassungâh","korunma yeri, sığınak"
"tahayyül","hayal etme"
"telkin etmek","fikir aşılamak, öğüt vermek"
"teşhis etmek","belirlemek"
"yakîn","kesin ve doğru bilgi"
"ye’s","ümitsizlik"
"zâtî imkan","birşeyin özünde mümkün olması"
"zihnî","zihinle ilgili"
"âhir","son"
"azâb-ı Cehennem","Cehennem azabı"
"beşer","insan"
"celb etme","çekme"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, şeref ve yücelik sahibi Allah"
"cüz’î","ferdî, sınırlı"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"delâlet","delil olma, işaret etme"
"desise","hile, aldatma"
"ebedî","sonsuz"
"ef’âl","fiiler, davranışlar"
"ehemmiyet vermek","önem vermek"
"gazab","öfke, hiddet"
"günah-ı kebire","büyük günah"
"Hâlık","her şeyi yaratan Allah"
"halk etmek","yaratmak"
"halk-ı şer","şerrin yaratılışı"
"hayır","iyilik"
"hikmet","fayda, gaye"
"hilâf-ı kanun","kanun dışı"
"hilkat","yaratma"
"hususî","özel"
"icad","yaratma"
"imam","bir ilimde sözü delil kabul edilebilecek derecede derin ve geniş bilgi sahibi olan âlim"
"istiâze","Allah’a sığınma"
"itibarıyla","açısından"
"itikad","inanma"
"izah","açıklama"
"kabil-i tevfik","biraraya gelebilme"
"Kader Risalesi","Yirmi Altıncı Söz"
"kesb","kazanma"
"kesb-i şer","şerli bir işi işleme"
"küfür","inkâr, inançsızlık"
"mağlûp","yenik düşen"
"mânevî","mânâya ait"
"mazhar","görünme ve yansıma yeri"
"muhafaza etmek","korumak, saklamak"
"mukaddeme","önsöz, başlangıç"
"Mutezile","“Kul kendi fiilinin yaratıcısıdır” iddiasında olan ehl-i sünnet dışı bir mezhep"
"mübaşeret-i cüz’iye","sınırlı temas"
"nazar-ı dikkat","dikkatli bakış"
"nazar-ı ehemmiyet","önem vererek bakma"
"netice-i şerriye","şerden ortaya çıkan sonuç"
"sû-i ihtiyar","iradeyi kötüye kullanma"
"Sünnet-i Seniyye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"şer","kötülük"
"takdis etme","Allah’ı her türlü eksiklik ve çirkinlikten yüce tutma"
"tasdik etmek","doğruluğunu kabul etmek, onaylamak"
"telâkki etmek","kabul etmek"
"terakkiyât-ı insaniye","insanlığın yükselişi ve ilerlemeleri"
"tiryak","derman, ilâç"
"umum","bütün"
"vücud","varlık"
"âlem-i bekà","sonsuzluk âlemi, ahiret âlemi"
"azâb-ı müeccel","sonraya bırakılmış azap"
"batman","yaklaşık 8 kg ağırlığında bir ağırlık ölçüsü"
"câ-yı hayret","hayret verici nokta"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, şeref ve yücelik sahibi Allah"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"dirhem","eskiden kullanılan ve 3 gramlık ağırlığa karşılık gelen bir ölçü birimi"
"ebedî","sonsuz"
"ehemmiyetsiz","önemsiz"
"evvelâ","öncelikle"
"fenalık","kötülük"
"gaip","görünmeyen âlem"
"galebe","galip gelme, yenme"
"galip","yenen, üstün gelen"
"günah-ı kebire/kebâir","büyük günahlar"
"hâcet","ihtiyaç"
"halk-ı şer","şerrin yaratılışı"
"heves","gelip geçici arzu ve istek"
"hevesat","heves ve arzular"
"hissiyat","hisler, duygular"
"icad","yaratma"
"icad-ı şer","kötülüğün yaratılması"
"kat’î","kesin"
"lezzet-i hazıra","hazır lezzet"
"mağlûp","yenik düşen"
"mahall-i iman","imanın yeri"
"muaccel","peşin, hemen verilen"
"muhakeme","değerlendirme"
"Mutezile","“Kul kendi fiilinin yaratıcısıdır” iddiasında olan ehl-i sünnet dışı bir mezhep"
"müddet-i ömür","ömür süresi"
"müeccel","ertelenmiş"
"mükâfât","ödül"
"nass-ı hadis","hadisin kesin ifadesi"
"nefis","insanı kötülüğe yönelten duygu"
"nefs-i insaniye","insandaki maddî lezzet ve isteklere düşkün olan duygu"
"rükn-ü imaniye","imanın şartı"
"sabık","geçen, önceki"
"saniyen","ikinci olarak"
"sevk etmek","göndermek, yönlendirmek"
"suret","biçim, şekil"
"şer","kötülük"
"şeytan-ı ins ve cinnî","insan ve cinlerden şeytanlık yapanlar"
"tahribat","tahripler, yıkıp bozmalar"
"takdis","Allah’ı her türlü eksiklik ve çirkinlikten yüce tutma"
"tevehhüm","kuruntuya kapılma"
"tevil etmek","yorumlamak"
"vehmî","gerçekte olmayıp doğru sanılan kuruntu"
"ziyade","çok, fazla"
"âlem","dünya"
"amel","iş, davranış"
"âmir","idareci"
"ayn-ı hikmet","hikmetin ta kendisi"
"bâki","devamlı olan, sonsuz"
"bîçare","çaresiz"
"cihet","taraf, yön"
"desise","hile, aldatma"
"fâni","geçici olan, ölümlü"
"hakikat","asıl, esas, gerçek"
"hakikatsiz","bir gerçeğe dayanmayan"
"hâlis","içten, samimi"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"hikmetli","bir gaye ve faydaya yönelik olarak, tam yerli yerinde"
"hülâsa","özet, öz"
"ihtar","hatırlatma"
"ihtârât","uyarılar"
"ihtiyat","tedbir, önlem"
"ikaz","uyarı"
"inkişaf etme","ortaya çıkma"
"irşâdât","nasihatler, doğru yolu gösteren sözler"
"israf","savurganlık"
"itaat","bağlanma, boyun eğme"
"ittiham etmek","suçlamak"
"izah","açıklama"
"kâfi","yeterli"
"kesretli","çok sayıda"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"mahz-ı belâgat","her yönüyle belâgatlı olan, tam yerinde ve tam şartlara uygun söz söylemek"
"muavenet","yardım"
"mukabil","karşılık"
"musırrâne","ısrarlı bir şekilde"
"mutabık-ı mukteza-yı hal","halin gereğine uygun"
"mü’min","Allah’a inanan"
"mükerrer","tekrarla, birçok kere"
"mütemâdi","devamlı, sürekli"
"mütemâdiyen","sürekli olarak"
"sabık","geçen, önceki"
"sadakatsizlik","içten bağlı olmama"
"sadık","doğru, bağlı"
"sebatsız","sebat göstermeyen, kararsız, kalıcı olmayan, geçici"
"sevk etmek","göndermek, yönlendirmek"
"suret","şekil"
"şer","kötülük"
"şeytan-ı insî","insanlardan şeytanlaşmış olan"
"tahribat","tahripler, yıkıp bozmalar"
"tarik-i hak","hak ve hakikat yolu"
"tehdit","korkutma"
"tekrârât","tekrarlar"
"teşvik","şevklendirme, isteklendirme"
"zecir","sakındırma"
"adem","yokluk, hiçlik"
"adem-i kabul","kabule yanaşmama, bir hükme varmama"
"amelî","uygulamalı"
"bâtıl","doğru olmayan, hak olmayan"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"cihet","taraf, yön"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"desise","hile, aldatma"
"ehl-i hak","doğru ve hak yolda olan kimseler"
"ehl-i hidayet","doğru yolda olanlar, iman etmiş olanlar"
"ehl-i iman","Allah’a ve Allah’tan gelen her şeye inanan kimseler, mü’minler"
"Ehl-i Sünnet ve Cemaat",""
"fer’î","esasa ait olmayan, ayrıntı"
"fikrî","fikirle alâkalı"
"hak","doğru, gerçek"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"iman","inanç"
"itikadî","inançla ilgili"
"kabil-i sülûk","yürünebilir"
"kabul-ü adem","yokluğunu iddia etme, inkâr etme"
"kaide","düstur, prensip"
"karargâh","karar yeri"
"kat’î","kesin"
"Kur’ân-ı Mu’cizü’l-Beyân","açıklamalarıyla benzerini yapmakta akılları âciz bırakan Kur’ân"
"küfür","inkâr"
"merhamet","acıma, şefkat"
"mezheb","tarz, metod"
"mezkûr","anılan, sözü geçen"
"muavenet","yardım"
"muhkemat","kesin hükümler içeren emir ve yasaklar"
"müşkilât","zorluklar"
"nakîz","bir şeyin hüküm ve mânâsının tersi, muhalifi"
"nefyetmek/nefy","inkâr etmek"
"risale","Risale-i Nur’u oluşturan bölümler"
"sabık","geçen, önceki"
"sair","diğer"
"selâmet","esenlik, güven"
"suubet","zorluk, güçlük"
"sülûk etmek","bir hedefe doğru gitmek"
"Sünnet-i Seniyye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"şer","kötülük"
"şeytan-ı ins ve cinnî","insan ve cinlerden şeytanlaşmış olanlar"
"tahrip","yıkıp yok etme"
"takdim etmek","sunmak"
"tecavüz","haddi aşma, saldırma"
"tekrarat","tekrarlar"
"vikaye","koruma"
"zâhir","açık, âşikar"
"acip","tuhaf"
"ahbab","dostlar, sevilenler"
"âkıbet","netice, son"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"ekser","çok"
"elem","acı, keder"
"elîm","acı ve sıkıntı veren"
"firâk-ı lâyezâlî","sonu olmayan ayrılık"
"galebe etmek","yenmek, üstün gelmek"
"hadsiz","sınırsız"
"hâmi","koruyucu"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"ilânât","duyurular"
"imtinâ","imkansız"
"insaniyet","insanlık"
"itibarıyla","açısından"
"kâfir","Allahı veya Allahın bildirdiği kesin olan bir şeyi inkâr eden kimse"
"küfür/küfr-ü mutlak","kesin küfür, inkâr ve inançsızlık"
"letâif-i insaniye","insandaki yüce duygular"
"mağlâta-i şeytaniye","şeytanın aldatmacası"
"mahiyet","temel nitelik, özellik"
"meşkûk","şüpheli"
"mevt","ölüm"
"mufarakat-i ebediye","sonsuz ayrılık"
"muvakkat","geçici"
"müşkilât","zorluk"
"müştak","arzulu, istekli, düşkün"
"mütesellî","teselli bulan"
"nebâtî ve hayvânî kuvveler","insandaki süflî ve alçak duygular"
"risale","Risale-i Nur’u oluşturan bölümler"
"sair","diğer"
"sâlik","bir yolu ve yöntemi takip eden"
"semâvî","Allah tarafından olan"
"suret","biçim, görünüş"
"sûrî","dış görünüşte var olan"
"suubetli","zor"
"şuur","bilinç, anlayış"
"talip olmak","istemek"
"temsil","analoji, kıyaslama tarzında benzetme"
"vasıtasıyla","aracıyla"
"zerre","atom"
"zevâl","geçicilik, yokluk"
"zevâl-i mevcudat","varlıkların yok olması"
"âhiret","öldükten sonra yaşanacak olan sonsuz hayat"
"âlâm","elemler, acılar"
"âlâm-ı ebediye","sürekli acılar, sonsuza kadar sürecek elemler"
"âlem","dünya"
"azap","acı, sıkıntı"
"bâki","devamlı olan, sonsuz"
"cihet","taraf, yön"
"cihet-i rahmet","rahmet yönü"
"dünyevî","dünya ile ilgili"
"ecel","ölüm vakti"
"ehl-i iman","Allah’a ve Allah’tan gelen her şeye inanan kimseler, mü’minler"
"elem","acı, keder"
"elhasıl","kısaca, özetle"
"gaflet","Allah’ın emir ve yasaklarına duyarsız davranma hâli"
"hayat-ı dünyeviye","dünya hayatı"
"himayet","koruma"
"hisse","pay"
"hükm-ü Kur’ân","Kur’ân’ın hükmü"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"ihbârât","haber vermeler"
"ihtimal-i adem","yokluk ihtimali"
"ihtimal-i bekà","sonsuzluk ihtimali"
"ihtimal-i imanî","“ya varsa” diye ihtimal vererek inanmak"
"ihtimal-i küfrî","“ya yoksa” diye ihtimal vererek iman ve inançtan kaçmak"
"îmânün bi’l-âhiret","âhirete iman"
"kâfir","Allahı veya Allahın bildirdiği kesin olan birşeyi inkâr eden kimse"
"kat’î","kesin"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"küffar","kâfirler, inkârcılar"
"küfür","inkâr"
"mağlâta-i şeytaniye","şeytanın aldatmaca"
"mânevî","maddî olmayan, ruh ile bağlantılı"
"meşakkat","güçlük, zorluk"
"meşkûk","şüpheli"
"mevt","ölüm"
"mutemidâne","güvenerek, itimad ederek"
"muvakkat","geçici"
"mü’min","Allah’a inanan"
"mü’minâne","mü’min olan kimseye yakışır şekilde"
"müteveccih","yönelik"
"nevi","çeşit, tür"
"nokta-i nazar","bakış noktası"
"sathî","sığ, yüzeysel"
"semâvî","Allah tarafından olan"
"şekk-i küfrî","inkâr ettiği şey hakkında şüpheye düşme"
"şümullü","kapsamlı"
"tekâlif-i diniye","dinin emrettiği görevler"
"uhrevî","âhirete ait"
"umumî","genel"
"vaktâ ki","ne vakit ki, ne zaman ki"
"vasıtasıyla","aracılığıyla"
"vech-i rahmet","rahmet yönü"
"zevâl","geçicilik, yokluk"
"zevâl-i eşya","varlıkların yok olması"
"ziyade","çok, fazla"
"cazibe-i umumiye-i kâinat","kainatın her yerinde olan genel çekim özelliği"
"celâl","azamet, yücelik, haşmet"
"cemâl","güzellik"
"cilve","görünme, yansıma"
"düstur-u terakki","ilerleme kanunu"
"ehl-i dalâlet","doğru ve hak yoldan sapanlar, inançsız kimseler"
"ehl-i hidayet","doğru yolda olanlar, iman etmiş kimseler"
"ezdâd","zıtlar"
"Fahr-i Âlem","bütün âlemin övünç kaynağı olan Hz. Muhammed (a.s.m)"
"Hâlık-ı Zülcelâl","sonsuz haşmet sahibi ve her şeyin yaratıcısı olan Allah"
"Hâtemü’l-Enbiyâ","peygamberlerin sonuncusu olan Hz. Muhammed (a.s.m.)"
"hizbullah","Allah’a inanan ve emirlerini yerine getiren kişilerden oluşan topluluk"
"hizbüşşeytan","şeytanın taraftarları"
"i’câz-ı Kur’ânî","Kur’ân’ın mu’cizeliği, olağanüstülüğü"
"iksir-i âzam","tesiri en büyük olan ilâç"
"imdad-ı Sübhâniye","her türlü eksiklikten sonsuz derecede yüce olan Allah’ın yardımı"
"inâyet","Allah’tan gelen yardım"
"irşad etmek","doğru yolu göstermek"
"mezc etmek","karıştırmak"
"mübareze","karşılıklı mücadele, çatışma"
"müdafi","savunan, koruyan"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen"
"müstahsinâne","bir şeyin güzelliğini kabul eder şekilde"
"mütecaviz","saldırgan, haddi aşan"
"rahmet-i İlâhiye","Allah’ın her şeyi kuşatan sonsuz şefkat ve merhameti"
"risalet","elçilik, peygamberlik"
"şekavet","mutsuzluk, sıkıntı"
"tâbi","tağlı"
"tagayyürat","başkalaşmalar değişmeler"
"tahavvül","değişim, bir halden başka hallere dönüşme"
"tekâmül","ilerleme, mükemmelleşme"
"âkıbet-endişâne","âkıbetten ve sonuçtan endişe ederek"
"Aleyhissalâtü vesselâm","Allah’ın salât ve selâmı üzerine olsun"
"âsân","kolay"
"ehl-i dalâlet/dalâlet ehli","doğru ve hak yoldan sapanlar, inançsız kimseler"
"ehl-i hak","doğru ve hak yolda olan kimseler"
"ehl-i hidayet","doğru yolda olanlar, iman etmiş olanlar"
"ehl-i nübüvvet","peygamberler"
"esasat-ı mühimme","önemli esaslar"
"firavuniyet","firavun gibi olma, tanrılık iddiasında bulunma"
"Habib-i Rabbü’l-Âlem","Âlemlerin Rabbi olan Allah’ın sevgilisi, Hz. Muhammed"
"hizbullah","Allah’a inanan ve emirlerini yerine getiren kişilerden oluşan topluluk"
"hizbüşşeytan","şeytanın taraftarları"
"ihâfe","korkutma"
"insaniyetkârâne","insanlığa yaraşır şekide"
"kanun-u mübareze","mücâdele ve çatışma kanunu"
"letâif-i insaniye","insandaki ince ve yüce duygular"
"mücâhede","cihad etme, mücâdele yapma"
"müptelâ","bağımlı"
"nebâtî ve hayvânî kuvveler","insandaki bitkisel ve hayvanî duygular"
"nefs-i emmâre","hazır zevke düşkün ve insanı kötülüğe sevk eden duygu"
"Resul-i Ekrem","Allah’ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"sehîl","kolay"
"semere","meyve, verim"
"sırr-ı dakik","ince sır"
"sırr-ı hikmet","ilmî sırrı, bilimsellik yönü"
"sübutî","sabit olarak var olan"
"şecere-i hilkat","yaratılış ağacı"
"tecavüz","haddi aşma, saldırma"
"telezzüz","lezzet alma"
"terakkiyât-ı insaniye","insanların manevî açıdan gelişme ve ilerlemeleri"
"ubudiyet","kulluk"
"vücudî","varlıkla ilgili"
"zaaf","zayıflık, güçsüzlük"
"Aleyhissalatü Vesselâm","Allah’ın salât ve selâmı üzerine olsun"
"bidâyet","başlangıç"
"cazibe-i azîme","büyük çekim"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"desâtir-i hikmet","hikmet kanunları; İlâhî gaye ve fayda ile şekillenen kanunlar"
"düstur","kural"
"Habib-i Rabbü’l-Âlemîn","Âlemlerin Rabbi olan Allah’ın sevgilisi, Hz. Muhammed"
"hak","doğru, gerçek"
"hakikat","asıl, esas, gerçek"
"Hakîm-i Zülkemâl","sonsuz mükemmellik sahibi, herşeyi hikmetle yaratan Allah"
"harikulâde","olağanüstü, hayranlık verici"
"hayat-ı içtimaiye ve şahsiye","sosyal ve kişisel hayat"
"imam","öncü, lider"
"imam-ı mutlak","her yönüyle önder"
"indelhâce","ihtiyaç anında"
"istinad etmek","dayanmak"
"kavânin-i meşiet","Allah’ın irade ve dilemesinin tecellisi olan kanunlar"
"kumandan-ı Rabbânî","her şeyi terbiye eden Allah’ın seçtiği kumandan, Hz. Muhammed"
"kuvve-i dâfia","itme gücü, uzaklaştırıcı kuvvet"
"küffar","kâfirler, inkârcılar"
"mağlûp olma","yenilme"
"melâike","melekler"
"mu’cizat","mu’cizeler"
"mu’cize","Allah’ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını aciz ve hayrette bırakan olağanüstü hal ve haket"
"muktedâ","örnek alınan, kendisine uyulan"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen"
"nev-i beşer","insanlar"
